Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names
"[BLASTED, MAPPED, ANNOTATED]",pak_c3250_g1_i1,Y3565_ARATH ame: Full=Probable inactive receptor kinase At3g56050 Flags: Precursor,1223,5,5.54E-126,72.4,12,F:GO:0005524; C:GO:0009507; C:GO:0016021; C:GO:0012505; P:GO:0007169; P:GO:0048765; P:GO:0007178; P:GO:0009069; P:GO:0006468; C:GO:0005886; C:GO:0090406; F:GO:0004675,F:ATP binding; C:chloroplast; C:integral component of membrane; C:endomembrane system; P:transmembrane receptor protein tyrosine kinase signaling pathway; P:root hair cell differentiation; P:transmembrane receptor protein serine/threonine kinase signaling pathway; P:serine family amino acid metabolic process; P:protein phosphorylation; C:plasma membrane; C:pollen tube; F:transmembrane receptor protein serine/threonine kinase activity,EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c3252_g1_i1,PUMP5_ARATH ame: Full=Mitochondrial uncoupling 5 Short= 5 ame: Full=Mitochondrial dicarboxylate carrier 1,1626,5,1.02E-159,73,8,P:GO:0006835; P:GO:0015992; P:GO:0055085; P:GO:0006839; C:GO:0016021; F:GO:0017077; F:GO:0005310; C:GO:0005743,P:dicarboxylic acid transport; P:proton transport; P:transmembrane transport; P:mitochondrial transport; C:integral component of membrane; F:oxidative phosphorylation uncoupler activity; F:dicarboxylic acid transmembrane transporter activity; C:mitochondrial inner membrane,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3264_g1_i1,SMU2_ARATH ame: Full=Suppressor of mec-8 and unc-52 homolog 2 Short= -2 ame: Full= RED-like ame: Full=RNA splicing SMU2,394,5,6.76E-40,75.2,7,C:GO:0005615; F:GO:0042802; P:GO:0008380; P:GO:0006955; P:GO:0007267; C:GO:0005730; C:GO:0005654,C:extracellular space; F:identical protein binding; P:RNA splicing; P:immune response; P:cell-cell signaling; C:nucleolus; C:nucleoplasm,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3271_g1_i1,GDL46_ARATH ame: Full=GDSL esterase lipase At2g38180 ame: Full=Extracellular lipase At2g38180 Flags: Precursor,228,5,1.33E-33,70,4,C:GO:0048046; P:GO:0016042; C:GO:0005829; F:GO:0052689,C:apoplast; P:lipid catabolic process; C:cytosol; F:carboxylic ester hydrolase activity,EC:3.1.1.1,Carboxylesterase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3273_g1_i1,HEMK2_HUMAN ame: Full= methyltransferase family member 2 ame: Full= ame: Full=N(6)-adenine-specific DNA methyltransferase 1,475,5,4.65E-33,52.4,4,F:GO:0008276; F:GO:0008757; P:GO:0006479; C:GO:0044424,F:protein methyltransferase activity; F:S-adenosylmethionine-dependent methyltransferase activity; P:protein methylation; C:intracellular part,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3282_g1_i1,CP21D_ARATH ame: Full=Peptidyl-prolyl cis-trans isomerase CYP21-4 Short=PPIase CYP21-4 ame: Full=Cyclophilin of 21 kDa 4 ame: Full=Cyclophilin-21-4,435,5,4.69E-38,62.4,6,C:GO:0005802; F:GO:0003755; C:GO:0005768; C:GO:0005739; P:GO:0006457; C:GO:0005886,C:trans-Golgi network; F:peptidyl-prolyl cis-trans isomerase activity; C:endosome; C:mitochondrion; P:protein folding; C:plasma membrane,EC:5.2.1.8,Peptidylprolyl isomerase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3287_g1_i1,M3K18_ARATH ame: Full=Mitogen-activated kinase kinase kinase 18,639,5,3.18E-50,57.2,8,P:GO:0000919; C:GO:0005634; F:GO:0005515; P:GO:0009069; F:GO:0004674; P:GO:0006468; P:GO:0043622; C:GO:0009524,P:cell plate assembly; C:nucleus; F:protein binding; P:serine family amino acid metabolic process; F:protein serine/threonine kinase activity; P:protein phosphorylation; P:cortical microtubule organization; C:phragmoplast,EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c3313_g1_i1,MPK4_ARATH ame: Full=Mitogen-activated kinase 4 Short= 4 Short=MAP kinase 4,464,5,1.09E-79,89.8,23,P:GO:0018108; P:GO:0042539; P:GO:0000911; P:GO:0009555; P:GO:0009620; P:GO:0009862; P:GO:0007112; P:GO:0007178; P:GO:0009069; P:GO:0009868; P:GO:0043622; C:GO:0009504; P:GO:0006972; C:GO:0005874; C:GO:0005634; F:GO:0005524; P:GO:0000165; P:GO:0009409; F:GO:0004713; F:GO:0005515; P:GO:0009737; C:GO:0005829; F:GO:0004707,"P:peptidyl-tyrosine phosphorylation; P:hypotonic salinity response; P:cytokinesis by cell plate formation; P:pollen development; P:response to fungus; P:systemic acquired resistance, salicylic acid mediated signaling pathway; P:male meiosis cytokinesis; P:transmembrane receptor protein serine/threonine kinase signaling pathway; P:serine family amino acid metabolic process; P:jasmonic acid and ethylene-dependent systemic resistance, jasmonic acid mediated signaling pathway; P:cortical microtubule organization; C:cell plate; P:hyperosmotic response; C:microtubule; C:nucleus; F:ATP binding; P:MAPK cascade; P:response to cold; F:protein tyrosine kinase activity; F:protein binding; P:response to abscisic acid; C:cytosol; F:MAP kinase activity",EC:2.7.10; EC:2.7.11; EC:2.7.11.24,Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Mitogen-activated protein kinase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3318_g1_i1,AROC2_SOLLC ame: Full=Chorismate synthase chloroplastic ame: Full=5-enolpyruvylshikimate-3-phosphate phospholyase 2 Flags: Precursor,253,5,1.57E-24,75.4,10,C:GO:0009570; F:GO:0004107; P:GO:0009094; F:GO:0010181; P:GO:0000162; P:GO:0009793; P:GO:0006571; C:GO:0005829; P:GO:0009423; C:GO:0005730,C:chloroplast stroma; F:chorismate synthase activity; P:L-phenylalanine biosynthetic process; F:FMN binding; P:tryptophan biosynthetic process; P:embryo development ending in seed dormancy; P:tyrosine biosynthetic process; C:cytosol; P:chorismate biosynthetic process; C:nucleolus,EC:4.2.3.5,Chorismate synthase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3322_g1_i1,HBS1L_BOVIN ame: Full=HBS1,249,5,1.42E-15,84,9,F:GO:0005525; P:GO:0006448; C:GO:0070062; F:GO:0003746; P:GO:0007165; F:GO:0003924; C:GO:0016020; P:GO:0032790; C:GO:0005840,F:GTP binding; P:regulation of translational elongation; C:extracellular exosome; F:translation elongation factor activity; P:signal transduction; F:GTPase activity; C:membrane; P:ribosome disassembly; C:ribosome,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3330_g1_i1,"HGD_ARATH ame: Full=Homogentisate 1,2-dioxygenase ame: Full=Homogentisate oxygenase ame: Full=Homogentisic acid oxidase ame: Full=Homogentisicase",434,5,6.66E-19,83.6,8,P:GO:0042207; P:GO:0006559; F:GO:0005506; P:GO:1902000; C:GO:0005829; P:GO:0006572; P:GO:0055114; F:GO:0004411,"P:styrene catabolic process; P:L-phenylalanine catabolic process; F:iron ion binding; P:homogentisate catabolic process; C:cytosol; P:tyrosine catabolic process; P:oxidation-reduction process; F:homogentisate 1,2-dioxygenase activity",EC:1.13.11; EC:1.13.11.5,"Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O(2); Homogentisate 1,2-dioxygenase"
"[BLASTED, MAPPED, ANNOTATED]",pak_c3331_g2_i1,DTX40_ARATH ame: Full= DETOXIFICATION 40 Short= 40 ame: Full=Multidrug and toxic compound extrusion 40 Short=MATE 40,490,5,7.36E-63,82.6,8,C:GO:0009507; P:GO:0006855; F:GO:0015297; C:GO:0016021; P:GO:0080167; C:GO:0005774; C:GO:0005886; F:GO:0015238,C:chloroplast; P:drug transmembrane transport; F:antiporter activity; C:integral component of membrane; P:response to karrikin; C:vacuolar membrane; C:plasma membrane; F:drug transmembrane transporter activity,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3332_g1_i1,AB6G_ARATH ame: Full=ABC transporter G family member 6 Short=ABC transporter Short= 6 ame: Full=White-brown complex homolog 6 Short= 6,1332,5,0,85.2,8,F:GO:0005524; F:GO:0042626; P:GO:0010208; C:GO:0016021; P:GO:0006810; C:GO:0005886; P:GO:0009624; P:GO:0010345,"F:ATP binding; F:ATPase activity, coupled to transmembrane movement of substances; P:pollen wall assembly; C:integral component of membrane; P:transport; C:plasma membrane; P:response to nematode; P:suberin biosynthetic process",EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3334_g2_i1,ERF5_TOBAC ame: Full=Ethylene-responsive transcription factor 5 ame: Full=Ethylene-responsive element-binding factor 4 Short=EREBP-4 ame: Full=Ethylene-responsive element-binding factor 5 homolog ame: Full= 4,352,5,1.41E-41,74.8,14,P:GO:0009644; F:GO:0043565; P:GO:0009873; P:GO:0000302; P:GO:0006355; P:GO:0051301; C:GO:0005634; P:GO:0009409; C:GO:0005667; F:GO:0003700; F:GO:0005515; P:GO:0045893; P:GO:0001944; P:GO:0010200,"P:response to high light intensity; F:sequence-specific DNA binding; P:ethylene-activated signaling pathway; P:response to reactive oxygen species; P:regulation of transcription, DNA-templated; P:cell division; C:nucleus; P:response to cold; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; F:protein binding; P:positive regulation of transcription, DNA-templated; P:vasculature development; P:response to chitin",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3339_g1_i1,MGDG2_ARATH ame: Full=Monogalactosyldiacylglycerol synthase chloroplastic Short= 2 ame: Full=MGDG synthase type B Flags: Precursor,607,5,3.36E-114,88.4,7,C:GO:0009707; F:GO:0046509; P:GO:0046486; P:GO:0019375; C:GO:0005739; P:GO:0016036; P:GO:0006631,"C:chloroplast outer membrane; F:1,2-diacylglycerol 3-beta-galactosyltransferase activity; P:glycerolipid metabolic process; P:galactolipid biosynthetic process; C:mitochondrion; P:cellular response to phosphate starvation; P:fatty acid metabolic process",EC:2.4.1.46,Monogalactosyldiacylglycerol synthase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3339_g2_i1,MGDG2_ARATH ame: Full=Monogalactosyldiacylglycerol synthase chloroplastic Short= 2 ame: Full=MGDG synthase type B Flags: Precursor,624,5,3.19E-97,87.6,7,C:GO:0009707; F:GO:0046509; P:GO:0046486; P:GO:0019375; C:GO:0005739; P:GO:0016036; P:GO:0006631,"C:chloroplast outer membrane; F:1,2-diacylglycerol 3-beta-galactosyltransferase activity; P:glycerolipid metabolic process; P:galactolipid biosynthetic process; C:mitochondrion; P:cellular response to phosphate starvation; P:fatty acid metabolic process",EC:2.4.1.46,Monogalactosyldiacylglycerol synthase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3349_g1_i1,VPS45_ARATH ame: Full=Vacuolar sorting-associated 45 homolog Short= 45,404,5,3.28E-81,79.8,11,C:GO:0005802; C:GO:0009705; F:GO:0005515; P:GO:0006904; C:GO:0016021; F:GO:0008565; C:GO:0000139; C:GO:0010008; P:GO:0007596; P:GO:0006886; P:GO:0009306,C:trans-Golgi network; C:plant-type vacuole membrane; F:protein binding; P:vesicle docking involved in exocytosis; C:integral component of membrane; F:protein transporter activity; C:Golgi membrane; C:endosome membrane; P:blood coagulation; P:intracellular protein transport; P:protein secretion,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3349_g2_i1,VPS45_ARATH ame: Full=Vacuolar sorting-associated 45 homolog Short= 45,324,5,4.17E-64,64.2,10,C:GO:0005802; C:GO:0009705; F:GO:0005515; P:GO:0006904; C:GO:0016021; F:GO:0008565; C:GO:0000139; C:GO:0010008; P:GO:0006886; P:GO:0009306,C:trans-Golgi network; C:plant-type vacuole membrane; F:protein binding; P:vesicle docking involved in exocytosis; C:integral component of membrane; F:protein transporter activity; C:Golgi membrane; C:endosome membrane; P:intracellular protein transport; P:protein secretion,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3369_g1_i1,MAF1_SCHPO ame: Full=Repressor of RNA polymerase III transcription maf1,571,5,1.33E-12,48.4,4,C:GO:0005634; C:GO:0005737; C:GO:0044446; F:GO:0001016,C:nucleus; C:cytoplasm; C:intracellular organelle part; F:RNA polymerase III regulatory region DNA binding,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3369_g1_i2,MAF1_SCHPO ame: Full=Repressor of RNA polymerase III transcription maf1,489,5,7.60E-13,48,3,C:GO:0005634; C:GO:0005737; F:GO:0005488,C:nucleus; C:cytoplasm; F:binding,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3370_g1_i1,ISS1_ARATH ame: Full=Aromatic aminotransferase ISS1 ame: Full=Methionine aminotransferase ISS1 ame: Full=Phenylalanine aminotransferase ISS1 ame: Full= INDOLE SEVERE SENSITIVE 1 ame: Full= REVERSAL OF SAV3 PHENOTYPE 1 ame: Full=Tryptophan aminotransferase ISS1 ame: Full=Tyrosine aminotransferase ISS1,381,5,3.75E-62,56.4,1,F:GO:0003824,F:catalytic activity,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3371_g1_i1,PPDEX_ARATH ame: Full= At4g17486,255,5,9.31E-34,70.6,3,C:GO:0009507; P:GO:0006508; F:GO:0008233,C:chloroplast; P:proteolysis; F:peptidase activity,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3378_g1_i1,Y2913_ARATH ame: Full=G-type lectin S-receptor-like serine threonine- kinase At2g19130 Flags: Precursor,568,5,9.49E-39,67.4,12,C:GO:0009506; F:GO:0031625; P:GO:0048544; C:GO:0005829; P:GO:0046777; P:GO:0007178; P:GO:0009069; P:GO:0006952; C:GO:0005773; C:GO:0005886; P:GO:0034613; F:GO:0004675,C:plasmodesma; F:ubiquitin protein ligase binding; P:recognition of pollen; C:cytosol; P:protein autophosphorylation; P:transmembrane receptor protein serine/threonine kinase signaling pathway; P:serine family amino acid metabolic process; P:defense response; C:vacuole; C:plasma membrane; P:cellular protein localization; F:transmembrane receptor protein serine/threonine kinase activity,EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c3380_g1_i1,NCER1_ARATH ame: Full=Neutral ceramidase 1 Short= 1 Short=N-CDase 1 Short=NCDase 1 ame: Full=Acylsphingosine deacylase 1 ame: Full=N-acylsphingosine amidohydrolase 1 Flags: Precursor,1365,5,0,81,6,C:GO:0009506; F:GO:0017040; C:GO:0005783; C:GO:0005794; C:GO:0005576; P:GO:0006687,C:plasmodesma; F:ceramidase activity; C:endoplasmic reticulum; C:Golgi apparatus; C:extracellular region; P:glycosphingolipid metabolic process,EC:3.5.1.23,Ceramidase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3383_g1_i1,COPA_SCHPO ame: Full= coatomer subunit alpha ame: Full=Alpha-coat Short=Alpha-COP,234,5,6.15E-07,70,9,C:GO:0005634; C:GO:0005667; C:GO:0005925; C:GO:0005737; F:GO:0030374; P:GO:0045893; P:GO:0045944; C:GO:0080008; P:GO:0016567,"C:nucleus; C:transcription factor complex; C:focal adhesion; C:cytoplasm; F:ligand-dependent nuclear receptor transcription coactivator activity; P:positive regulation of transcription, DNA-templated; P:positive regulation of transcription from RNA polymerase II promoter; C:Cul4-RING E3 ubiquitin ligase complex; P:protein ubiquitination",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3383_g1_i2,DCAF6_MOUSE ame: Full=DDB1- and CUL4-associated factor 6 ame: Full=IQ motif and WD repeat-containing 1 ame: Full=Nuclear receptor interaction Short=NRIP,209,5,1.97E-05,74.2,20,P:GO:0035264; P:GO:0045717; P:GO:0055082; F:GO:0042826; P:GO:0008361; P:GO:0045893; C:GO:0000118; P:GO:0006006; P:GO:0045944; C:GO:0080008; P:GO:0000122; P:GO:0032869; C:GO:0005667; C:GO:0005925; F:GO:0004857; F:GO:0042393; P:GO:0001701; F:GO:0030374; C:GO:0005829; P:GO:0016567,"P:multicellular organism growth; P:negative regulation of fatty acid biosynthetic process; P:cellular chemical homeostasis; F:histone deacetylase binding; P:regulation of cell size; P:positive regulation of transcription, DNA-templated; C:histone deacetylase complex; P:glucose metabolic process; P:positive regulation of transcription from RNA polymerase II promoter; C:Cul4-RING E3 ubiquitin ligase complex; P:negative regulation of transcription from RNA polymerase II promoter; P:cellular response to insulin stimulus; C:transcription factor complex; C:focal adhesion; F:enzyme inhibitor activity; F:histone binding; P:in utero embryonic development; F:ligand-dependent nuclear receptor transcription coactivator activity; C:cytosol; P:protein ubiquitination",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3391_g1_i1,ORR9_ORYSI ame: Full=Two-component response regulator ORR9 ame: Full=Type A response regulator 9 Short= 9,409,5,6.51E-61,85,9,C:GO:0005634; F:GO:0003677; F:GO:0005515; P:GO:0000160; P:GO:0006355; P:GO:0007623; P:GO:0009736; P:GO:0006355; F:GO:0000156,"C:nucleus; F:DNA binding; F:protein binding; P:phosphorelay signal transduction system; P:regulation of transcription, DNA-templated; P:circadian rhythm; P:cytokinin-activated signaling pathway; P:regulation of transcription, DNA-templated; F:phosphorelay response regulator activity",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3394_g1_i1,DTX3_ARATH ame: Full= DETOXIFICATION 3 Short= 3 ame: Full=Multidrug and toxic compound extrusion 3 Short=MATE 3,445,5,2.91E-18,72.8,8,P:GO:0006855; F:GO:0015297; P:GO:0015691; C:GO:0016021; C:GO:0005774; C:GO:0005886; F:GO:0015238; P:GO:0051238,P:drug transmembrane transport; F:antiporter activity; P:cadmium ion transport; C:integral component of membrane; C:vacuolar membrane; C:plasma membrane; F:drug transmembrane transporter activity; P:sequestering of metal ion,,
"[BLASTED, MAPPED]",pak_c3404_g1_i1,FRS5_ARATH ame: Full= FAR1-RELATED SEQUENCE 5,727,5,6.21E-26,57.8,4,C:GO:0005634; P:GO:0009639; F:GO:0008270; P:GO:0006355,"C:nucleus; P:response to red or far red light; F:zinc ion binding; P:regulation of transcription, DNA-templated",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3405_g1_i1,SEC23_PHANO ame: Full= transport SEC23,836,5,1.91E-84,72,8,P:GO:0016192; F:GO:0046872; P:GO:0046907; C:GO:0012507; P:GO:0015031; C:GO:0005783; C:GO:0005794; C:GO:0044425,P:vesicle-mediated transport; F:metal ion binding; P:intracellular transport; C:ER to Golgi transport vesicle membrane; P:protein transport; C:endoplasmic reticulum; C:Golgi apparatus; C:membrane part,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3407_g1_i1,YQJG_ECOLI ame: Full=Glutathionyl-hydroquinone reductase Short=GS-HQR,320,5,9.16E-19,60.4,3,P:GO:0008152; F:GO:0016740; P:GO:0009987,P:metabolic process; F:transferase activity; P:cellular process,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3409_g1_i1,WDR5B_ARATH ame: Full=COMPASS-like H3K4 histone methylase component WDR5B Short= 5B,466,5,2.38E-42,71.2,9,C:GO:0048188; F:GO:0000166; P:GO:0043967; C:GO:0005834; P:GO:0007186; F:GO:0042393; P:GO:0010228; F:GO:0010485; C:GO:0080008,C:Set1C/COMPASS complex; F:nucleotide binding; P:histone H4 acetylation; C:heterotrimeric G-protein complex; P:G-protein coupled receptor signaling pathway; F:histone binding; P:vegetative to reproductive phase transition of meristem; F:H4 histone acetyltransferase activity; C:Cul4-RING E3 ubiquitin ligase complex,EC:2.3.1.48,Histone acetyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3422_g1_i1,CSLB2_ARATH ame: Full=Cellulose synthase B2 Short= slB2,458,5,2.09E-56,73.2,7,F:GO:0016759; F:GO:0000977; P:GO:0048767; C:GO:0005794; P:GO:0030244; C:GO:0005886; P:GO:0009833,F:cellulose synthase activity; F:RNA polymerase II regulatory region sequence-specific DNA binding; P:root hair elongation; C:Golgi apparatus; P:cellulose biosynthetic process; C:plasma membrane; P:plant-type primary cell wall biogenesis,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3430_g1_i1,COX1_MOUSE ame: Full=Cytochrome c oxidase subunit 1 ame: Full=Cytochrome c oxidase polypeptide I,822,5,7.05E-170,94,8,F:GO:0004129; F:GO:0005506; C:GO:0016021; P:GO:1902600; P:GO:0006123; P:GO:0009060; C:GO:0005751; F:GO:0020037,"F:cytochrome-c oxidase activity; F:iron ion binding; C:integral component of membrane; P:hydrogen ion transmembrane transport; P:mitochondrial electron transport, cytochrome c to oxygen; P:aerobic respiration; C:mitochondrial respiratory chain complex IV; F:heme binding",EC:1.9.3.1,Cytochrome-c oxidase
"[BLASTED, MAPPED]",pak_c3437_g2_i1,LYSM2_MOUSE ame: Full= and peptidoglycan-binding domain-containing 2,295,5,4.32E-08,63.8,3,P:GO:0008150; C:GO:0005575; F:GO:0003674,P:biological_process; C:cellular_component; F:molecular_function,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3439_g1_i1,UGDH5_ORYSJ ame: Full=UDP-glucose 6-dehydrogenase 5 Short=UDP-Glc dehydrogenase 5 Short=UDP- 5 Short=UDPGDH 5 ame: Full=Os-UGD5,1791,5,0,94,11,C:GO:0005634; F:GO:0051287; P:GO:0006065; F:GO:0003979; P:GO:0006024; C:GO:0005829; P:GO:0055114; P:GO:0005982; P:GO:0052546; P:GO:0005985; P:GO:0009117,C:nucleus; F:NAD binding; P:UDP-glucuronate biosynthetic process; F:UDP-glucose 6-dehydrogenase activity; P:glycosaminoglycan biosynthetic process; C:cytosol; P:oxidation-reduction process; P:starch metabolic process; P:cell wall pectin metabolic process; P:sucrose metabolic process; P:nucleotide metabolic process,EC:1.1.1.22,UDP-glucose 6-dehydrogenase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3439_g1_i2,UGDH5_ORYSJ ame: Full=UDP-glucose 6-dehydrogenase 5 Short=UDP-Glc dehydrogenase 5 Short=UDP- 5 Short=UDPGDH 5 ame: Full=Os-UGD5,1835,5,0,94,11,C:GO:0005634; F:GO:0051287; P:GO:0006065; F:GO:0003979; P:GO:0006024; C:GO:0005829; P:GO:0055114; P:GO:0005982; P:GO:0052546; P:GO:0005985; P:GO:0009117,C:nucleus; F:NAD binding; P:UDP-glucuronate biosynthetic process; F:UDP-glucose 6-dehydrogenase activity; P:glycosaminoglycan biosynthetic process; C:cytosol; P:oxidation-reduction process; P:starch metabolic process; P:cell wall pectin metabolic process; P:sucrose metabolic process; P:nucleotide metabolic process,EC:1.1.1.22,UDP-glucose 6-dehydrogenase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3441_g1_i1,BRL3_ARATH ame: Full=Receptor kinase BRI1-like 3 ame: Full=BRASSINOSTEROID INSENSITIVE 1 3 Flags: Precursor,799,5,2.21E-113,76.2,12,F:GO:0005524; F:GO:0005515; F:GO:0004714; P:GO:0007275; C:GO:0016021; P:GO:0007169; F:GO:0005496; P:GO:0009069; F:GO:0004674; P:GO:0006468; C:GO:0005886; P:GO:0050896,F:ATP binding; F:protein binding; F:transmembrane receptor protein tyrosine kinase activity; P:multicellular organism development; C:integral component of membrane; P:transmembrane receptor protein tyrosine kinase signaling pathway; F:steroid binding; P:serine family amino acid metabolic process; F:protein serine/threonine kinase activity; P:protein phosphorylation; C:plasma membrane; P:response to stimulus,EC:2.7.10; EC:2.7.10.1; EC:2.7.11,Transferring phosphorus-containing groups; Receptor protein-tyrosine kinase; Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c3450_g1_i1,RTNLK_ARATH ame: Full=Reticulon B11 Short= 11,1033,5,2.62E-66,64.6,7,C:GO:0005739; C:GO:0071782; P:GO:0080167; C:GO:0071458; P:GO:0071786; C:GO:0005773; C:GO:0005886,C:mitochondrion; C:endoplasmic reticulum tubular network; P:response to karrikin; C:integral component of cytoplasmic side of endoplasmic reticulum membrane; P:endoplasmic reticulum tubular network organization; C:vacuole; C:plasma membrane,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3451_g1_i1,ETFA_ARATH ame: Full=Electron transfer flavo subunit mitochondrial Short=Alpha-ETF Flags: Precursor,431,5,6.94E-73,72,11,F:GO:0003995; P:GO:0033539; P:GO:0006118; F:GO:0005515; F:GO:0005507; F:GO:0000062; F:GO:0050660; F:GO:0009055; F:GO:0052890; P:GO:0055088; C:GO:0017133,"F:acyl-CoA dehydrogenase activity; P:fatty acid beta-oxidation using acyl-CoA dehydrogenase; P:obsolete electron transport; F:protein binding; F:copper ion binding; F:fatty-acyl-CoA binding; F:flavin adenine dinucleotide binding; F:electron carrier activity; F:oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor; P:lipid homeostasis; C:mitochondrial electron transfer flavoprotein complex",EC:1.3.99.3,Acting on the CH-CH group of donors
"[BLASTED, MAPPED, ANNOTATED]",pak_c3451_g2_i1,ETFA_ARATH ame: Full=Electron transfer flavo subunit mitochondrial Short=Alpha-ETF Flags: Precursor,231,5,4.10E-32,83.8,11,F:GO:0003995; P:GO:0033539; P:GO:0006118; F:GO:0005507; C:GO:0005759; F:GO:0000062; F:GO:0050660; P:GO:0007275; F:GO:0009055; F:GO:0052890; P:GO:0055088,"F:acyl-CoA dehydrogenase activity; P:fatty acid beta-oxidation using acyl-CoA dehydrogenase; P:obsolete electron transport; F:copper ion binding; C:mitochondrial matrix; F:fatty-acyl-CoA binding; F:flavin adenine dinucleotide binding; P:multicellular organism development; F:electron carrier activity; F:oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor; P:lipid homeostasis",EC:1.3.99.3,Acting on the CH-CH group of donors
[BLASTED],pak_c3452_g1_i1,PHOX2_ARATH ame: Full= CLMP1 ame: Full=CLUMPED CHLOROPLASTS 1 ame: Full= MADB2 ame: Full= PHOX2 ame: Full= myosin adapter B2,330,5,8.69E-50,68.8,,,,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3457_g1_i1,CSLE6_ORYSJ ame: Full=Cellulose synthase E6 ame: Full= slE6,236,5,4.91E-36,83,21,F:GO:0000977; P:GO:0043255; C:GO:0000139; P:GO:0006011; P:GO:0006952; P:GO:0009834; P:GO:0005982; C:GO:0005886; P:GO:0009833; P:GO:0005985; C:GO:0005789; C:GO:0005802; C:GO:0005768; C:GO:0009506; F:GO:0005515; P:GO:0009809; C:GO:0005739; C:GO:0016021; F:GO:0016760; P:GO:0030244; P:GO:0071555,F:RNA polymerase II regulatory region sequence-specific DNA binding; P:regulation of carbohydrate biosynthetic process; C:Golgi membrane; P:UDP-glucose metabolic process; P:defense response; P:plant-type secondary cell wall biogenesis; P:starch metabolic process; C:plasma membrane; P:plant-type primary cell wall biogenesis; P:sucrose metabolic process; C:endoplasmic reticulum membrane; C:trans-Golgi network; C:endosome; C:plasmodesma; F:protein binding; P:lignin biosynthetic process; C:mitochondrion; C:integral component of membrane; F:cellulose synthase (UDP-forming) activity; P:cellulose biosynthetic process; P:cell wall organization,EC:2.4.1.12,Cellulose synthase (UDP-forming)
"[BLASTED, MAPPED, ANNOTATED]",pak_c3464_g1_i1,PUX7_ARATH ame: Full=Plant UBX domain-containing 7 Short=PUX7,525,5,1.55E-89,66.2,7,C:GO:0005667; F:GO:0031625; F:GO:0043130; C:GO:0034098; F:GO:0008134; F:GO:0030674; C:GO:0005654,"C:transcription factor complex; F:ubiquitin protein ligase binding; F:ubiquitin binding; C:VCP-NPL4-UFD1 AAA ATPase complex; F:transcription factor binding; F:protein binding, bridging; C:nucleoplasm",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3464_g2_i1,PUX7_ARATH ame: Full=Plant UBX domain-containing 7 Short=PUX7,707,5,4.75E-66,67.8,3,C:GO:0005634; C:GO:0005737; F:GO:0030674,"C:nucleus; C:cytoplasm; F:protein binding, bridging",,
